Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free
2023-2025,SYRACUSE CITY SCHOOLS,HUNTINGTON SCHOOL,Onondaga,Public School,421800010015,www.syracusecityschools.com,39.0,38.0,1.0,0.0,Yes,38,1,Yes,Yes,Complete,400 SUNNYCREST RD,SYRACUSE,NY,13206,04/17/2024,,,HUNTINGTON SCHOOL,,760.0,871.0,0.8725602755453502
2023-2025,SYRACUSE CITY SCHOOLS,INSTITUTE OF TECHNOLOGY,Onondaga,Public School,421800010047,www.syracusecityschools.com,49.0,48.0,1.0,0.0,Yes,47,2,Yes,Yes,Complete,258 E. Adams St.,SYRACUSE,NY,13210,06/06/2024,,,INSTITUTE OF TECHNOLOGY,,411.0,568.0,0.7235915492957746
2023-2025,SYRACUSE CITY SCHOOLS,LEMOYNE ELEMENTARY SCHOOL,Onondaga,Public School,421800010012,www.syracusecityschools.com,45.0,32.0,1.0,12.0,Yes,45,0,Yes,,,1528 LEMOYNE AVE,SYRACUSE,NY,13208,07/07/2025,,,LEMOYNE ELEMENTARY SCHOOL,,206.0,323.0,0.6377708978328174
2023-2025,SYRACUSE CITY SCHOOLS,LINCOLN MIDDLE SCHOOL,Onondaga,Public School,421800010048,www.syracusecityschools.com,35.0,33.0,2.0,0.0,Yes,33,2,Yes,Yes,Complete,1613 JAMES ST,SYRACUSE,NY,13203,05/17/2024,,,LINCOLN MIDDLE SCHOOL,,435.0,482.0,0.9024896265560166
2023-2025,SYRACUSE CITY SCHOOLS,MCCARTHY AT BEARD,Onondaga,Public School,421800010053,www.syracusecityschools.com,11.0,10.0,1.0,0.0,Yes,11,0,Yes,,,220 W KENNEDY ST,SYRACUSE,NY,13202,04/15/2024,,,MCCARTHY AT BEARD,,,,
2023-2025,SYRACUSE CITY SCHOOLS,MCKINLEY-BRGHTON MAGNET SCH,Onondaga,Public School,421800010042,www.syracusecityschools.cm,115.0,95.0,20.0,0.0,Yes,115,0,Yes,Yes,Complete,141 W. NEWELL ST,SYRACUSE,NY,13205,05/11/2024,,,MCKINLEY-BRGHTON MAGNET SCH,,,,
2023-2025,SYRACUSE CITY SCHOOLS,MEACHEM SCHOOL,Onondaga,Public School,421800010011,www.syracusecityschools.com,53.0,52.0,1.0,0.0,Yes,53,0,Yes,Yes,Complete,171 SPAULDING AVE,SYRACUSE,NY,13205,02/09/2024,,,MEACHEM SCHOOL,,300.0,340.0,0.8823529411764706
2023-2025,SYRACUSE CITY SCHOOLS,NOTTINGHAM H S,Onondaga,Public School,421800010039,www.syracusecityschools.com,65.0,0.0,65.0,0.0,Yes,65,0,Yes,Yes,Ongoing,3100 E GENESEE ST,SYRACUSE,NY,13224,05/22/2025,,,NOTTINGHAM S,,1035.0,1297.0,0.7979953739398612
2023-2025,SYRACUSE CITY SCHOOLS,OASIS ACADEMY (LEAD & SCHOOL SURVEY),Onondaga,Public School,421800010029,www.syracusecityschools.com,40.0,37.0,3.0,0.0,Yes,39,1,Yes,Yes,Ongoing,1728 SOUTH AVE,SYRACUSE,NY,13207,12/12/2024,,,OASIS ACADEMY,,,,
2023-2025,SYRACUSE CITY SCHOOLS,PORTER MAGNET SCHOOL,Onondaga,Public School,421800010027,www.syracusecityschools.com,47.0,37.0,2.0,8.0,Yes,45,2,Yes,Yes,Ongoing,512 EMERSON AVE,SYRACUSE,NY,13204,07/07/2025,,,PORTER MAGNET SCHOOL,,272.0,301.0,0.903654485049834
2023-2025,SYRACUSE CITY SCHOOLS,PROMISING FUTURES LEADERSHIP ACADEMY,Onondaga,Public School,421800010067,www.syracusecityschools.com,25.0,24.0,1.0,0.0,Yes,15,10,Yes,Yes,Ongoing,573 E. GENESEE ST.,SYRACUSE,NY,13202,12/12/2024,,,PROMISING FUTURES LEADERSHIP ACADEMY,,,,
2023-2025,SYRACUSE CITY SCHOOLS,PUBLIC SERVICE LEADERSHIP ACAD,Onondaga,Public School,42180001007x,www.syracusecityschools.com,64.0,0.0,64.0,0.0,Yes,63,1,Yes,Yes,Complete,227 MAGNOLIA STREET,SYRACUSE,NY,13204,07/09/2024,,,PUBLIC SERVICE LEADERSHIP ACAD,,961.0,1077.0,0.8922934076137419
2023-2025,SYRACUSE CITY SCHOOLS,ROBERTS SCHOOL,Onondaga,Public School,421800010010,www.syracusecityschools.com,51.0,51.0,0.0,0.0,Yes,51,0,Yes,Yes,Complete,715 GLENWOOD AVE,SYRACUSE,NY,13207,02/01/2024,,,ROBERTS SCHOOL,,521.0,621.0,0.8389694041867954
2023-2025,SYRACUSE CITY SCHOOLS,SALEM HYDE SCHOOL,Onondaga,Public School,421800010013,www.syracusecityschools.com,40.0,39.0,1.0,0.0,Yes,38,2,Yes,Yes,Complete,450 DURSTON AVE,SYRACUSE,NY,13203,06/25/2024,,,SALEM HYDE SCHOOL,,384.0,463.0,0.8293736501079914
2023-2025,SYRACUSE CITY SCHOOLS,SEYMOUR SCHOOL,Onondaga,Public School,421800010028,www.syracusecityschools.com,31.0,20.0,3.0,8.0,Yes,31,0,Yes,,,108 SHONNARD ST,SYRACUSE,NY,13204,07/02/2025,,,SEYMOUR SCHOOL,,385.0,419.0,0.918854415274463
2023-2025,SYRACUSE CITY SCHOOLS,STEAM AT DR KING ELEMENTARY,Onondaga,Public School,421800010074,www.syracusecityschools.com,99.0,97.0,2.0,0.0,Yes,99,0,Yes,Yes,Complete,416 E RAYNOR AVE,SYRACUSE,NY,13202,04/18/2024,,,STEAM AT DR KING ELEMENTARY,,421.0,436.0,0.9655963302752294
2023-2025,SYRACUSE CITY SCHOOLS,SYRACUSE STEM AT BLODGETT,Onondaga,Public School,421800010060,www.syracusecityschools.com,40.0,39.0,1.0,0.0,Yes,39,1,Yes,Yes,Complete,312 OSWEGO ST,SYRACUSE,NY,13204,06/13/2024,,,SYRACUSE STEM AT BLODGETT,,349.0,363.0,0.9614325068870524
2023-2025,SYRACUSE CITY SCHOOLS,THE EXPEDITIONARY LEARNING SCHOOL,Onondaga,Public School,421800010058,www.syracusecityschools.com,14.0,13.0,1.0,0.0,Yes,14,0,Yes,Yes,Complete,4942 SOUTH SALINA STREET,SYRACUSE,NY,13205,05/08/2024,,,THE EXPEDITIONARY LEARNING SCHOOL,,132.0,174.0,0.7586206896551724
2023-2025,SYRACUSE CITY SCHOOLS,VAN DUYN SCHOOL,Onondaga,Public School,421800010006,www.syracusecityschools.com,56.0,54.0,2.0,0.0,Yes,55,1,Yes,Yes,Complete,401 LOOMIS AVE,SYRACUSE,NY,13207,05/02/2024,,,VAN DUYN SCHOOL,,295.0,334.0,0.8832335329341318
2023-2025,SYRACUSE CITY SCHOOLS,WEBSTER SCHOOL,Onondaga,Public School,421800010043,www.syracusecityschools.com,33.0,31.0,2.0,0.0,Yes,33,0,Yes,Yes,Complete,500 WADSWORTH ST,SYRACUSE,NY,13208,06/07/2024,,,WEBSTER SCHOOL,,556.0,625.0,0.8896
2023-2025,TACONIC HILLS CENTRAL SCHOOL,TACONIC HILLS ELEMENTARY SCHOOL,Columbia,Public School,100501040006,https://www.taconichills.k12.ny.us/page/buildings-grounds,117.0,0.0,117.0,0.0,Yes,116,1,Yes,Yes,Complete,73 COUNTY ROUTE 11A,CRARYVILLE,NY,12521,01/16/2025,,,TACONIC HILLS ELEMENTARY SCHOOL,,305.0,538.0,0.5669144981412639
2023-2025,TACONIC HILLS CENTRAL SCHOOL,TACONIC HILLS JUNIOR/SENIOR HIGH,Columbia,Public School,100501040003,https://www.taconichills.k12.ny.us/page/buildings-grounds,117.0,0.0,117.0,0.0,Yes,111,4,Yes,Yes,Complete,73 COUNTY ROUTE 11A,CRARYVILLE,NY,12521,01/16/2025,,,TACONIC HILLS JUNIOR/SENIOR HIGH,,305.0,538.0,0.5669144981412639
2023-2025,THREE VILLAGE CENTRAL SCHOOL,ARROWHEAD SCHOOL,Suffolk,Public School,580201060003,http://www.threevillagecsd.org/,33.0,0.0,33.0,0.0,Yes,24,9,Yes,Yes,Ongoing,62 ARROWHEAD LN,EAST SETAUKET,NY,11733,06/17/2024,,,ARROWHEAD SCHOOL,,105.0,565.0,0.1858407079646017
2023-2025,THREE VILLAGE CENTRAL SCHOOL,MINNESAUKE SCHOOL,Suffolk,Public School,580201060008,https://www.threevillagecsd.org/,39.0,0.0,39.0,0.0,Yes,29,10,Yes,Yes,Ongoing,BENNETTS RD,SETAUKET,NY,11733,06/17/2024,,,MINNESAUKE SCHOOL,,74.0,633.0,0.1169036334913112
2023-2025,THREE VILLAGE CENTRAL SCHOOL,NASSAKEAG SCHOOL,Suffolk,Public School,580201060004,http://www.threevillagecsd.org/,35.0,0.0,35.0,0.0,Yes,25,10,Yes,Yes,Ongoing,490 POND PATH,SETAUKET,NY,11733,06/17/2024,,,NASSAKEAG SCHOOL,,55.0,537.0,0.1024208566108007
2023-2025,THREE VILLAGE CENTRAL SCHOOL,PAUL J GELINAS J H S,Suffolk,Public School,580201060009,http://www.threevillagecsd.org/,53.0,0.0,53.0,0.0,Yes,48,5,Yes,Yes,Ongoing,25 MUD RD,SETAUKET,NY,11733,06/17/2024,,,PAUL GELINAS S,,76.0,651.0,0.1167434715821812
2023-2025,THREE VILLAGE CENTRAL SCHOOL,ROBERT CUSHMAN MURPHY J H S,Suffolk,Public School,580201060010,http://www.threevillagecsd.org/,56.0,0.0,56.0,0.0,Yes,48,8,Yes,Yes,Ongoing,351 OXHEAD RD,STONY BROOK,NY,11790,06/17/2024,,,ROBERT CUSHMAN MURPHY S,,117.0,672.0,0.1741071428571428
2023-2025,THREE VILLAGE CENTRAL SCHOOL,SETAUKET SCHOOL,Suffolk,Public School,580201060007,http://www.threevillagecsd.org/,37.0,0.0,37.0,0.0,Yes,27,10,Yes,Yes,Ongoing,MAIN ST,SETAUKET,NY,11733,06/17/2024,,,SETAUKET SCHOOL,,54.0,604.0,0.0894039735099337
2023-2025,THREE VILLAGE CENTRAL SCHOOL,WARD MELVILLE S H S,Suffolk,Public School,580201060005,http://www.threevillagecsd.org/,76.0,0.0,76.0,0.0,,60,16,,Yes,Ongoing,OLD TOWN RD,EAST SETAUKET,NY,11733,06/17/2024,,,WARD MELVILLE S,,217.0,1492.0,0.1454423592493297
2023-2025,THREE VILLAGE CENTRAL SCHOOL,WILLIAM SIDNEY MOUNT SCHOOL,Suffolk,Public School,580201060006,http://www.threevillagecsd.org/,25.0,0.0,25.0,0.0,Yes,19,6,Yes,Yes,Ongoing,50 DEAN LANE,STONY BROOK,NY,11790,06/17/2024,,,WILLIAM SIDNEY MOUNT SCHOOL,,103.0,514.0,0.2003891050583657
2023-2025,TOWN OF WEBB UNION FREE SCHOOL,TOWN OF WEBB SCHOOL,Herkimer,Public School,211901020001,https://www.towschool.org/,49.0,0.0,49.0,0.0,Yes,47,2,Yes,Yes,Ongoing,3002 State Route 28,OLD FORGE,NY,13420,03/26/2024,,,TOWN OF WEBB SCHOOL,,111.0,233.0,0.4763948497854077
2023-2025,TROY CITY SCHOOLS,CARROLL HILL SCHOOL,Rensselaer,Public School,491700010020,https://www.troycsd.org/district-services/facilities/watertesting/,28.0,0.0,0.0,28.0,Yes,28,0,Yes,,,112 DELAWARE AVE,TROY,NY,12180,07/21/2025,,,CARROLL HILL SCHOOL,,260.0,321.0,0.8099688473520249
2023-2025,TROY CITY SCHOOLS,P S  2,Rensselaer,Public School,491700010002,https://www.troycsd.org/district-services/facilities/watertesting/,18.0,0.0,0.0,18.0,Yes,18,0,Yes,,,470-10TH ST,TROY,NY,12180,07/23/2025,,,P 2,,256.0,272.0,0.9411764705882352
2023-2025,TROY CITY SCHOOLS,P S 14,Rensselaer,Public School,491700010014,https://www.troycsd.org/district-services/facilities/watertesting/,33.0,0.0,0.0,33.0,Yes,33,0,Yes,,,1700 Tibbits Ave.,TROY,NY,12180,07/23/2025,,,P 14,,338.0,457.0,0.7396061269146609
2023-2025,TROY CITY SCHOOLS,P S 16,Rensselaer,Public School,491700010016,https://www.troycsd.org/district-services/facilities/watertesting/,15.0,0.0,0.0,15.0,Yes,15,0,Yes,,,40 Collins Ave,TROY,NY,12180,07/23/2025,,,P 16,,150.0,242.0,0.6198347107438017
2023-2025,TROY CITY SCHOOLS,P S 18,Rensselaer,Public School,491700010018,https://www.troycsd.org/district-services/facilities/watertesting/,9.0,0.0,0.0,9.0,Yes,9,0,Yes,,,412 Hoosick Street,TROY,NY,12180,07/23/2025,,,P 18,,143.0,297.0,0.4814814814814814
2023-2025,TROY CITY SCHOOLS,PS 12,Rensselaer,Public School,491700010012,https://www.troycsd.org/district-services/facilities/watertesting/,28.0,0.0,0.0,28.0,Yes,27,1,Yes,Yes,Complete,475 1ST STREET,TROY,NY,12180,07/23/2025,,,,12.0,171.0,615.0,0.2780487804878049
2023-2025,TROY CITY SCHOOLS,TROY H S,Rensselaer,Public School,491700010019,https://www.troycsd.org/district-services/facilities/watertesting/,40.0,0.0,0.0,40.0,Yes,38,2,Yes,Yes,Complete,1950 BURDETT AVE,TROY,NY,12180,07/23/2025,,,TROY S,,786.0,1190.0,0.6605042016806723
2023-2025,TROY CITY SCHOOLS,W KENNETH DOYLE MIDDLE SCHOOL,Rensselaer,Public School,491700010021,https://www.troycsd.org/district-services/facilities/watertesting/,38.0,0.0,0.0,38.0,Yes,38,0,Yes,,,1976 BURDETT AVE,TROY,NY,12180,07/23/2025,,,W KENNETH DOYLE MIDDLE SCHOOL,,553.0,761.0,0.7266754270696452
2023-2025,TRUMANSBURG CENTRAL SCHOOL,BUILDING 2 ELEM SCHOOL,Tompkins,Public School,611001040003,https://www.tburgschools.org/o/trumansburg/page/operations-and-maintenance,49.0,0.0,49.0,0.0,Yes,45,4,Yes,Yes,Ongoing,100 WHIG ST,TRUMANSBURG,NY,14886,12/20/2024,,,BUILDING 2  SCHOOL,,88.0,282.0,0.3120567375886525
2023-2025,TRUMANSBURG CENTRAL SCHOOL,CHARLES O DICKERSON H S,Tompkins,Public School,611001040002,https://www.tburgschools.org/o/trumansburg/page/operations-and-maintenance,23.0,0.0,23.0,0.0,Yes,22,1,,Yes,Ongoing,100 WHIG ST,TRUMANSBURG,NY,14886,12/20/2024,,,CHARLES DICKERSON S,,88.0,282.0,0.3120567375886525
2023-2025,TRUMANSBURG CENTRAL SCHOOL,RUSSELL I DOIG MIDDLE SCHOOL,Tompkins,Public School,611001040001,https://www.tburgschools.org/o/trumansburg/page/operations-and-maintenance,27.0,0.0,27.0,0.0,Yes,25,2,Yes,Yes,Ongoing,100 WHIG ST,TRUMANSBURG,NY,14886,12/20/2024,,,RUSSELL DOIG MIDDLE SCHOOL,,94.0,269.0,0.3494423791821561
2023-2025,TUCKAHOE UNION FREE SCHOOL,TUCKAHOE HIGH SCHOOL,Westchester,Public School,660302030002,www.tuckahoeschools.org,110.0,110.0,0.0,0.0,Yes,70,40,Yes,Yes,Complete,65 SIWANOY BLVD,EASTCHESTER,NY,10707,07/26/2023,,,TUCKAHOE HIGH SCHOOL,,67.0,296.0,0.2263513513513513
2023-2025,TUCKAHOE UNION FREE SCHOOL,WILLIAM E COTTLE SCHOOL,Westchester,Public School,660302030001,www.tuckahoeschools.org,87.0,87.0,0.0,0.0,Yes,49,38,Yes,Yes,Complete,2 SIWANOY BLVD,EASTCHESTER,NY,10707,07/26/2023,,,WILLIAM COTTLE SCHOOL,,78.0,506.0,0.1541501976284585
2023-2025,TULLY CENTRAL SCHOOL,TULLY ELEM SCHOOL,Onondaga,Public School,421902040002,https://sites.google.com/k12.tullyschools.org/instructional-support-services/health-and-safety,16.0,,81.0,,Yes,62,19,Yes,Yes,Ongoing,20 STATE ST,TULLY,NY,13159,04/14/2025,,,TULLY  SCHOOL,,137.0,415.0,0.3301204819277108
2023-2025,TULLY CENTRAL SCHOOL,TULLY J S H S,Onondaga,Public School,421902040001,https://sites.google.com/k12.tullyschools.org/tully-csd-business-office/health-and-safety,22.0,,46.0,,Yes,39,7,Yes,Yes,Ongoing,ELM ST,TULLY,NY,13159,04/14/2025,,,TULLY S,,137.0,415.0,0.3301204819277108
2023-2025,TUPPER LAKE CENTRAL SCHOOL,L P QUINN ELEM SCHOOL,Franklin,Public School,160101060003,https://www.tupperlakecsd.net/apps/pages/lpq,62.0,0.0,0.0,62.0,Yes,36,26,Yes,Yes,Ongoing,294 HOSLEY AVE,TUPPER LAKE,NY,12986,06/11/2025,,,L QUINN  SCHOOL,,175.0,339.0,0.5162241887905604
2023-2025,TUPPER LAKE CENTRAL SCHOOL,TUPPER LAKE J S H S,Franklin,Public School,160101060001,https://www.tupperlakecsd.net/apps/pages/tlmhs,48.0,0.0,0.0,48.0,Yes,18,30,Yes,Yes,Ongoing,25 CHANEY AVE,TUPPER LAKE,NY,12986,06/11/2025,,,TUPPER LAKE S,,200.0,403.0,0.4962779156327543
2023-2025,UNIONDALE UNION FREE SCHOOL,CALIFORNIA AVENUE SCHOOL,Nassau,Public School,280202030003,https://district.uniondaleschools.org/,47.0,,,47.0,Yes,40,7,Yes,Yes,Ongoing,236 CALIFORNIA AVE,UNIONDALE,NY,11553,07/17/2025,,,CALIFORNIA AVENUE SCHOOL,,449.0,710.0,0.6323943661971831
2023-2025,UNIONDALE UNION FREE SCHOOL,GRAND AVENUE SCHOOL,Nassau,Public School,280202030004,https://district.uniondaleschools.org/,22.0,,,22.0,Yes,16,6,Yes,Yes,Ongoing,711 SCHOOL DR,NO BALDWIN,NY,11510,07/17/2025,,,GRAND AVENUE SCHOOL,,169.0,298.0,0.5671140939597316
2023-2025,UNIONDALE UNION FREE SCHOOL,LAWRENCE ROAD MIDDLE SCHOOL,Nassau,Public School,280202030008,https://district.uniondaleschools.org/,43.0,,,43.0,Yes,40,3,Yes,Yes,Ongoing,50 LAWRENCE RD,HEMPSTEAD,NY,11550,07/17/2025,,,LAWRENCE ROAD MIDDLE SCHOOL,,415.0,635.0,0.6535433070866141
2023-2025,UNIONDALE UNION FREE SCHOOL,NORTHERN PARKWAY SCHOOL,Nassau,Public School,280202030005,https://district.uniondaleschools.org/,70.0,,,70.0,Yes,68,2,Yes,Yes,Ongoing,440 NORTHERN PKWY,UNIONDALE,NY,11553,07/17/2025,,,NORTHERN PARKWAY SCHOOL,,363.0,613.0,0.5921696574225123
2023-2025,UNIONDALE UNION FREE SCHOOL,SMITH STREET SCHOOL,Nassau,Public School,280202030006,https://district.uniondaleschools.org/,33.0,,,33.0,Yes,22,11,Yes,Yes,Ongoing,780 SMITH ST,UNIONDALE,NY,11553,07/17/2025,,,SMITH STREET SCHOOL,,258.0,459.0,0.5620915032679739
2023-2025,UNIONDALE UNION FREE SCHOOL,TURTLE HOOK MIDDLE SCHOOL,Nassau,Public School,280202030009,https://district.uniondaleschools.org/,45.0,,,45.0,Yes,43,2,Yes,Yes,Ongoing,975 JERUSALEM AVENUE,UNIONDALE,NY,11553,07/17/2025,,,TURTLE HOOK MIDDLE SCHOOL,,436.0,653.0,0.667687595712098
2023-2025,UNIONDALE UNION FREE SCHOOL,UNIONDALE H S,Nassau,Public School,280202030010,https://district.uniondaleschools.org/,68.0,,,68.0,Yes,63,5,Yes,Yes,Ongoing,933 GOODRICH ST,UNIONDALE,NY,11553,07/17/2025,,,UNIONDALE S,,1290.0,2150.0,0.6
2023-2025,UNIONDALE UNION FREE SCHOOL,WALNUT STREET SCHOOL,Nassau,Public School,280202030007,https://district.uniondaleschools.org/,38.0,,,38.0,Yes,32,6,Yes,Yes,Ongoing,1270 WALNUT ST,UNIONDALE,NY,11553,07/17/2025,,,WALNUT STREET SCHOOL,,303.0,503.0,0.6023856858846919
2023-2025,UTICA CITY SCHOOLS,ALBANY SCHOOL,Oneida,Public School,412300010003,https://www.uticaschools.org/schools/albany/index,44.0,44.0,0.0,0.0,Yes,33,11,Yes,Yes,Ongoing,1151 ALBANY ST,UTICA,NY,13501,02/20/2024,,,ALBANY SCHOOL,,343.0,475.0,0.7221052631578947
2023-2025,UTICA CITY SCHOOLS,COLUMBUS SCHOOL,Oneida,Public School,412300010005,https://www.uticaschools.org/schools/columbus/index,38.0,38.0,0.0,0.0,Yes,25,13,Yes,Yes,Ongoing,934 ARMORY DR,UTICA,NY,13501,02/20/2024,,,COLUMBUS SCHOOL,,534.0,636.0,0.839622641509434
2023-2025,UTICA CITY SCHOOLS,CONKLING ELEMENTARY,Oneida,Public School,412300010026,https://www.uticaschools.org/schools/conkling/index,11.0,11.0,0.0,0.0,Yes,8,3,Yes,Yes,Ongoing,1115 MOHAWK ST.,UTICA,NY,13501,02/20/2024,,,CONKLING ELEMENTARY,,419.0,495.0,0.8464646464646465
2023-2025,UTICA CITY SCHOOLS,DONOVAN MIDDLE SCHOOL,Oneida,Public School,412300010022,https://www.uticaschools.org/schools/donovan/lead-testing,40.0,0.0,40.0,0.0,Yes,36,4,Yes,Yes,Ongoing,1701 NOYES ST,UTICA,NY,13502,02/21/2024,,,DONOVAN MIDDLE SCHOOL,,642.0,763.0,0.8414154652686763
2023-2025,UTICA CITY SCHOOLS,GENERAL HERKIMER SCHOOL,Oneida,Public School,412300010006,https://www.uticaschools.org/schools/herkimer/index,28.0,28.0,0.0,0.0,Yes,25,3,Yes,Yes,Ongoing,420 KEYES RD,UTICA,NY,13502,02/20/2024,,,GENERAL HERKIMER SCHOOL,,439.0,583.0,0.7530017152658662
2023-2025,UTICA CITY SCHOOLS,HUGH R JONES SCHOOL,Oneida,Public School,412300010009,https://www.uticaschools.org/schools/jones/index,57.0,57.0,0.0,0.0,Yes,57,2,Yes,Yes,Ongoing,2630 REMINGTON RD,UTICA,NY,13501,02/01/2024,,,HUGH JONES SCHOOL,,232.0,383.0,0.6057441253263708
2023-2025,UTICA CITY SCHOOLS,JOHN F HUGHES SCHOOL,Oneida,Public School,412300010016,https://www.uticaschools.org/schools/hughes/index,18.0,18.0,0.0,0.0,Yes,19,0,Yes,,,24 PROSPECT ST,UTICA,NY,13501,02/20/2024,,,JOHN HUGHES SCHOOL,,272.0,378.0,0.7195767195767195
2023-2025,UTICA CITY SCHOOLS,JOHN F. KENNEDY MIDDLE SCHOOL,Oneida,Public School,412300010023,https://www.uticaschools.org/schools/kennedy/lead-testing,31.0,0.0,31.0,0.0,Yes,31,0,Yes,,,500 DEERFIELD DRIVE EAST,UTICA,NY,13502,02/20/2024,,,JOHN F KENNEDY MIDDLE SCHOOL,,502.0,660.0,0.7606060606060606
2023-2025,UTICA CITY SCHOOLS,KERNAN SCHOOL,Oneida,Public School,412300010018,https://www.uticaschools.org/schools/kernan/lead-testing,25.0,0.0,25.0,0.0,Yes,23,2,Yes,Yes,Ongoing,929 YORK ST,UTICA,NY,13502,02/21/2024,,,KERNAN SCHOOL,,475.0,583.0,0.8147512864493996
2023-2025,UTICA CITY SCHOOLS,MARTIN LUTHER KING JR SCHOOL,Oneida,Public School,412300010011,https://www.uticaschools.org/schools/king/index,33.0,33.0,0.0,0.0,Yes,31,2,Yes,Yes,Ongoing,211 SQUARE ST,UTICA,NY,13501,02/20/2024,,,MARTIN LUTHER KING JR SCHOOL,,266.0,298.0,0.8926174496644296
2023-2025,UTICA CITY SCHOOLS,THOMAS JEFFERSON SCHOOL,Oneida,Public School,412300010014,https://www.uticaschools.org/schools/jefferson/lead-testing,56.0,0.0,56.0,0.0,Yes,32,24,Yes,Yes,Ongoing,190 BOOTH ST,UTICA,NY,13502,02/20/2024,,,THOMAS JEFFERSON SCHOOL,,337.0,428.0,0.7873831775700935
2023-2025,UTICA CITY SCHOOLS,THOMAS R. PROCTOR HS,Oneida,Public School,412300010024,https://www.uticaschools.org/schools/proctor/lead-testing,84.0,0.0,84.0,0.0,Yes,81,3,Yes,Yes,Ongoing,1203 HILTON AVE,UTICA,NY,13501,02/21/2024,,,THOMAS R PROCTOR,,2087.0,2725.0,0.7658715596330276
2023-2025,UTICA CITY SCHOOLS,WATSON WILLIAMS ES,Oneida,Public School,412300010012,https://www.uticaschools.org/schools/watson/index,46.0,46.0,0.0,0.0,Yes,46,0,Yes,,,107 ELMWOOD PL,UTICA,NY,13501,02/20/2024,,,WATSON WILLIAMS,,519.0,602.0,0.8621262458471761
2023-2025,VALHALLA UNION FREE SCHOOL,KENSICO SCHOOL,Westchester,Public School,660805030001,https://www.valhallaschools.org/apps/bbmessages/show_bbm.jsp?REC_ID=78911,62.0,0.0,62.0,0.0,Yes,54,8,Yes,Yes,Ongoing,320 COLUMBUS AVE,VALHALLA,NY,10595,04/25/2024,,,KENSICO SCHOOL,,73.0,334.0,0.218562874251497
2023-2025,VALHALLA UNION FREE SCHOOL,VALHALLA HIGH SCHOOL,Westchester,Public School,660805030004,https://www.valhallaschools.org/apps/bbmessages/show_bbm.jsp?REC_ID=78911,25.0,0.0,25.0,0.0,Yes,23,2,Yes,Yes,Ongoing,300 COLUMBUS AVENUE,VALHALLA,NY,10595,03/15/2024,,,VALHALLA HIGH SCHOOL,,101.0,415.0,0.2433734939759036
2023-2025,VALHALLA UNION FREE SCHOOL,VALHALLA MIDDLE SCHOOL,Westchester,Public School,660805030005,https://www.valhallaschools.org/apps/bbmessages/show_bbm.jsp?REC_ID=78911,25.0,0.0,25.0,0.0,Yes,22,3,Yes,Yes,Ongoing,300 COLUMBUS AVE,VALHALLA,NY,10595,02/05/2024,,,VALHALLA MIDDLE SCHOOL,,69.0,314.0,0.2197452229299363
2023-2025,VALHALLA UNION FREE SCHOOL,VIRGINIA ROAD ELEMENTARY SCHOOL,Westchester,Public School,660805030003,https://www.valhallaschools.org/apps/bbmessages/show_bbm.jsp?REC_ID=78911,64.0,0.0,64.0,0.0,Yes,60,4,Yes,Yes,Ongoing,86 VIRGINIA RD,WHITE PLAINS,NY,10603,03/15/2024,,,VIRGINIA ROAD ELEMENTARY SCHOOL,,61.0,347.0,0.1757925072046109
2023-2025,VALLEY CENTRAL SCHOOL DISTRICT,EAST COLDENHAM ELEM SCHOOL,Orange,Public School,441301060001,www.vcsd.k12.ny.us,54.0,0.0,0.0,54.0,Yes,48,6,Yes,Yes,Ongoing,286 RT 17K,NEWBURGH,NY,12552,06/26/2025,,,EAST COLDENHAM  SCHOOL,,140.0,312.0,0.4487179487179487
2023-2025,VALLEY CENTRAL SCHOOL DISTRICT,MONTGOMERY ELEMENTARY SCHOOL,Orange,Public School,441301060002,www.vcsd.k12.ny.us,58.0,0.0,0.0,58.0,Yes,27,31,Yes,Yes,Ongoing,141 UNION ST,MONTGOMERY,NY,12549,06/26/2025,,,MONTGOMERY ELEMENTARY SCHOOL,,82.0,203.0,0.4039408866995074
2023-2025,VALLEY CENTRAL SCHOOL DISTRICT,VALLEY CENTRAL MIDDLE SCHOOL,Orange,Public School,441301060006,vcsd.k12.ny.us,37.0,,37.0,,Yes,22,15,Yes,Yes,Ongoing,1189 STATE RT 17K,MONTGOMERY,NY,12549,04/19/2024,,,VALLEY CENTRAL MIDDLE SCHOOL,,400.0,952.0,0.4201680672268907
2023-2025,VALLEY CENTRAL SCHOOL DISTRICT,VALLEY CENTRAL S H S,Orange,Public School,441301060004,vcsd.k12.ny.us,40.0,,40.0,,Yes,37,3,Yes,Yes,Ongoing,1175 STATE RT 17K,MONTGOMERY,NY,12549,04/19/2024,,,VALLEY CENTRAL S,,182.0,396.0,0.4595959595959596
